13.646,-0.532,23.87218045,,,
13.773,-0.405,2.469135802,,,
13.783,-0.395,-5.82278481,,,
13.76,-0.418,13.15789474,,,
13.815,-0.363,6.336088154,,,
13.838,-0.34,-42.05882353,,,
13.695,-0.483,-25.87991718,,,
13.57,-0.608,23.84868421,,,
13.715,-0.463,11.87904968,,,
13.77,-0.408,-18.1372549,,,
13.696,-0.482,-19.29460581,,,
13.603,-0.575,-14.60869565,,,
13.519,-0.659,35.20485584,,,
13.751,-0.427,-5.854800937,,,
13.726,-0.452,21.68141593,,,
13.824,-0.354,15.81920904,,,
13.88,-0.298,7.046979866,,,
13.901,-0.277,4.693140794,,,
13.914,-0.264,-6.439393939,,,
13.897,-0.281,-28.113879,,,
13.818,-0.36,-3.888888889,,,
13.804,-0.374,7.754010695,,,
13.833,-0.345,8.985507246,,,
13.864,-0.314,-23.88535032,,,
13.789,-0.389,-12.59640103,,,
13.74,-0.438,-1.369863014,,,
13.734,-0.444,87.38738739,,,
14.122,-0.056,176.7857143,,,
14.221,0.043,-795.3488372,,,
13.879,-0.299,-20.06688963,,,
13.819,-0.359,27.57660167,,,
13.918,-0.26,-20.76923077,,,
13.864,-0.314,-16.87898089,,,
13.811,-0.367,-44.14168937,,,
13.649,-0.529,4.536862004,,,
13.673,-0.505,-6.534653465,,,
13.64,-0.538,-4.275092937,,,
13.617,-0.561,34.58110517,,,
13.811,-0.367,36.23978202,,,
13.944,-0.234,-121.7948718,,,
13.659,-0.519,20.23121387,,,
13.764,-0.414,-9.903381643,,,
13.723,-0.455,2.197802198,,,
13.733,-0.445,1.123595506,,,
13.738,-0.44,15,,,
13.804,-0.374,27.00534759,,,
13.905,-0.273,6.593406593,,,
13.923,-0.255,-77.64705882,,,
13.725,-0.453,37.74834437,,,
13.896,-0.282,39.0070922,,,
14.006,-0.172,-41.86046512,,,
13.934,-0.244,-57.37704918,,,
13.794,-0.384,-26.04166667,,,
13.694,-0.484,-8.67768595,,,
13.652,-0.526,30.79847909,,,
13.814,-0.364,20.32967033,,,
13.888,-0.29,-61.37931034,,,
13.71,-0.468,-2.991452991,,,
13.696,-0.482,-12.65560166,,,
13.635,-0.543,4.788213628,,,
13.661,-0.517,-2.707930368,,,
13.647,-0.531,12.24105461,,,
13.712,-0.466,9.656652361,,,
13.757,-0.421,40.85510689,,,
13.929,-0.249,25.70281124,,,
13.993,-0.185,-132.4324324,,,
13.748,-0.43,-26.51162791,,,
13.634,-0.544,29.59558824,,,
13.795,-0.383,20.88772846,,,
13.875,-0.303,5.610561056,,,
13.892,-0.286,23.77622378,,,
13.96,-0.218,-42.20183486,,,
13.868,-0.31,6.451612903,,,
13.888,-0.29,2.75862069,,,
13.896,-0.282,14.53900709,,,
13.937,-0.241,58.92116183,,,
14.079,-0.099,-113.1313131,,,
13.967,-0.211,10.42654028,,,
13.989,-0.189,-102.1164021,,,
13.796,-0.382,59.94764398,,,
14.025,-0.153,37.25490196,,,
14.082,-0.096,-34.375,,,
14.049,-0.129,-148.0620155,,,
13.858,-0.32,44.0625,,,
13.999,-0.179,-23.46368715,,,
13.957,-0.221,23.98190045,,,
14.01,-0.168,100.5952381,,,
14.179,0.001,600,,,
14.185,0.007,-442.8571429,,,
14.154,-0.024,400,,,
14.25,0.072,-29.16666667,,,
14.229,0.051,-84.31372549,,,
14.186,0.008,512.5,,,
14.227,0.049,191.8367347,,,
14.321,0.143,-95.8041958,,,
14.184,0.006,-1133.333333,,,
14.116,-0.062,166.1290323,,,
14.219,0.041,-280.4878049,,,
14.104,-0.074,-37.83783784,,,
14.076,-0.102,-68.62745098,,,
14.006,-0.172,100,,,
14.178,0,#DIV/0!,,,
14.247,0.069,88.4057971,,,
14.308,0.13,-146.9230769,,,
14.117,-0.061,-80.32786885,,,
14.068,-0.11,-62.72727273,,,
13.999,-0.179,135.7541899,,,
14.242,0.064,0,,,
14.242,0.064,-42.1875,,,
14.215,0.037,-127.027027,,,
14.168,-0.01,840,,,
14.252,0.074,-66.21621622,,,
14.203,0.025,160,,,
14.243,0.065,-415.3846154,,,
13.973,-0.205,49.26829268,,,
14.074,-0.104,67.30769231,,,
14.144,-0.034,120.5882353,,,
14.185,0.007,-900,,,
14.122,-0.056,255.3571429,,,
14.265,0.087,-74.71264368,,,
14.2,0.022,-554.5454545,,,
14.078,-0.1,91,,,
14.169,-0.009,1300,,,
14.286,0.108,-200.9259259,,,
14.069,-0.109,49.5412844,,,
14.123,-0.055,-196.3636364,,,
14.015,-0.163,180.9815951,,,
14.31,0.132,-94.6969697,,,
14.185,0.007,1242.857143,,,
14.272,0.094,124.4680851,,,-554.5454545
14.389,0.211,23.22274882,,,
14.438,0.26,-83.46153846,,,
14.221,0.043,448.8372093,,,
14.414,0.236,-70.33898305,,,
14.248,0.07,-18.57142857,,,
14.235,0.057,96.49122807,,,
14.29,0.112,119.6428571,,,
14.424,0.246,17.88617886,,,
14.468,0.29,-40.34482759,,,
14.351,0.173,111.5606936,,,
14.544,0.366,-4.644808743,,,
14.527,0.349,-53.00859599,,,
14.342,0.164,17.68292683,,,
14.371,0.193,27.97927461,,,
14.425,0.247,58.70445344,,,
14.57,0.392,-25,,,
14.472,0.294,48.97959184,,,
14.616,0.438,34.47488584,,,
14.767,0.589,-39.89813243,,,
14.532,0.354,3.672316384,,,
14.545,0.367,38.69209809,,,
14.687,0.509,15.52062868,,,
14.766,0.588,-2.551020408,,,
14.751,0.573,-16.7539267,,,
14.655,0.477,37.94549266,,,
14.836,0.658,-7.142857143,,,
14.789,0.611,1.47299509,,,
14.798,0.62,-21.4516129,,,
14.665,0.487,27.3100616,,,
14.798,0.62,11.4516129,,,
14.869,0.691,-16.78726483,,,
14.753,0.575,2.086956522,,,
14.765,0.587,4.599659284,,,
14.792,0.614,9.93485342,,,
14.853,0.675,20.59259259,,,
14.992,0.814,16.58476658,,,
15.127,0.949,-12.11801897,,,
15.012,0.834,-7.673860911,,,
14.948,0.77,-100,,,